,fit_time,score_time,val_balanced_accuracy,train_balanced_accuracy,test_accuracy,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0,0.018332242965698242,0.0022079944610595703,0.21025641025641026,0.5365724396267383,0.17333333333333334,0.11599999999999999,0.17333333333333334,0.13317704517704518,0.1392857142857143
1,0.020497798919677734,0.0010941028594970703,0.17405372405372405,0.5539508505571853,0.14666666666666667,0.12667684167684168,0.14666666666666667,0.12867802728672295,0.1295787545787546
2,0.016618013381958008,0.0010569095611572266,0.26153846153846155,0.594890487424424,0.16,0.1767037037037037,0.16,0.14424483728831552,0.13598901098901098
3,0.016646862030029297,0.0011260509490966797,0.175,0.5322951718450235,0.16,0.14381699346405227,0.16,0.14409491742825076,0.1367216117216117
4,0.019709110260009766,0.0010950565338134766,0.11382783882783881,0.5803442625130466,0.18666666666666668,0.14991285403050109,0.18666666666666668,0.15746067266067268,0.17081807081807082
