,fit_time,score_time,val_f1_weighted,train_f1_weighted,test_accuracy,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0,0.0011432170867919922,0.0013918876647949219,0.8963702359346641,0.8737300468261637,0.9166666666666666,0.9181096681096681,0.9166666666666666,0.9163982823403115,0.9188034188034188
1,0.001203775405883789,0.001535177230834961,0.8164625850340136,0.910141458836149,0.8055555555555556,0.8076719576719577,0.8055555555555556,0.8002020202020201,0.8119658119658119
2,0.0012023448944091797,0.0015697479248046875,0.8805418719211823,0.8654637217148841,0.7222222222222222,0.7638888888888888,0.7222222222222222,0.7155670000497587,0.735042735042735
3,0.0025298595428466797,0.0024671554565429688,0.8310488955307525,0.8886829728566711,0.8611111111111112,0.8777777777777778,0.8611111111111112,0.8591617933723197,0.8578088578088577
4,0.0011889934539794922,0.0015401840209960938,0.8917261904761905,0.9012975156025652,0.7222222222222222,0.7452432824981845,0.7222222222222222,0.7123015873015873,0.735042735042735
