,fit_time,score_time,val_f1_weighted,train_f1_weighted,test_accuracy,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0,0.0015931129455566406,0.0011799335479736328,0.8275862068965517,1.0,0.8055555555555556,0.8078703703703705,0.8055555555555556,0.7988505747126438,0.8051670551670552
1,0.0009670257568359375,0.0011661052703857422,0.7837917775805974,1.0,0.8055555555555556,0.8078703703703705,0.8055555555555556,0.7988505747126438,0.8051670551670552
2,0.0006878376007080078,0.001104116439819336,0.8571428571428571,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8297258297258296,0.8329448329448329
3,0.0006029605865478516,0.0009500980377197266,0.8241496598639456,1.0,0.8055555555555556,0.8087301587301587,0.8055555555555556,0.8061434450323338,0.8047785547785548
4,0.0005581378936767578,0.0009379386901855469,0.6460013670539987,1.0,0.8611111111111112,0.8652777777777777,0.8611111111111112,0.8557625948930297,0.8632478632478633
